open_time,open,high,low,close,volume,quote_asset_volume,trades,taker_base,taker_quote,ignore
2025-11-01 00:16:00,109449.55,109482.92,109449.55,109482.92,2.70584,296207.3848891,1508,2.42562,265533.8277238,0
2025-11-01 00:17:00,109482.91,109523.84,109482.91,109515.37,4.34733,476069.3516512,2748,2.79243,305782.2807507,0
2025-11-01 00:18:00,109515.36,109515.37,109502.19,109502.2,1.77028,193866.2506055,911,0.50348,55137.3082232,0
2025-11-01 00:19:00,109502.19,109502.2,109462.0,109462.01,1.91923,210121.9892847,2329,0.10054,11006.7668105,0
2025-11-01 00:20:00,109462.0,109471.03,109462.0,109471.03,2.16807,237324.9467729,739,1.85967,203565.6606303,0
2025-11-01 00:21:00,109471.03,109485.25,109471.02,109484.73,2.12542,232694.6776134,1120,0.82335,90140.8754828,0
2025-11-01 00:22:00,109484.73,109484.74,109394.81,109408.44,12.59431,1378066.1120554,4466,3.93724,430737.0358721,0
2025-11-01 00:23:00,109408.43,109493.85,109408.43,109493.84,10.74677,1176242.0609125,2596,8.98577,983463.4756842,0
2025-11-01 00:24:00,109493.84,109493.85,109493.84,109493.84,1.39411,152646.4580194,284,0.0737,8069.696745,0
2025-11-01 00:25:00,109493.84,109520.0,109490.7,109519.99,5.00596,548155.4500862,1461,2.81325,308051.4496941,0
2025-11-01 00:26:00,109520.0,109541.77,109519.99,109539.58,2.42446,265567.3984339,1260,0.97677,106986.0121555,0
2025-11-01 00:27:00,109539.58,109539.59,109531.93,109531.94,2.21421,242538.1900542,633,0.14048,15387.8398048,0
2025-11-01 00:28:00,109531.93,109564.32,109517.04,109517.05,7.02563,769627.2858909,2406,5.15307,564491.6936419,0
2025-11-01 00:29:00,109517.05,109537.24,109517.04,109537.24,4.16584,456249.7446347,599,3.5568,389539.1938778,0
2025-11-01 00:30:00,109537.23,109537.24,109483.05,109483.05,4.39523,481353.3718353,2560,0.37325,40878.3397846,0
2025-11-01 00:31:00,109483.06,109483.06,109450.0,109450.01,1.64369,179930.2631058,1317,0.12274,13435.9903189,0
2025-11-01 00:32:00,109450.01,109462.58,109449.99,109450.03,2.17815,238403.9800231,1006,1.67937,183809.8721855,0
2025-11-01 00:33:00,109450.03,109460.91,109433.07,109433.08,1.14215,125009.4038821,1658,0.38774,42439.1243769,0
2025-11-01 00:34:00,109433.07,109445.35,109433.07,109445.34,1.68878,184818.94809,700,0.42177,46157.0481642,0
2025-11-01 00:35:00,109445.34,109482.84,109445.34,109468.92,2.2283,243941.1718885,1365,0.94746,103716.4372485,0
2025-11-01 00:36:00,109468.93,109484.13,109468.92,109473.18,2.49822,273505.9154489,1009,0.51771,56678.2588832,0
2025-11-01 00:37:00,109473.17,109493.84,109473.17,109493.84,1.47053,161003.3996027,913,1.20158,131556.1225005,0
2025-11-01 00:38:00,109493.83,109513.53,109493.83,109497.26,2.08525,228350.1519729,1379,0.7542,82586.8067271,0
2025-11-01 00:39:00,109497.26,109502.95,109492.03,109492.03,0.62951,68930.7010608,864,0.18664,20436.7626909,0
2025-11-01 00:40:00,109492.02,109492.03,109491.99,109492.0,2.87942,315273.4308349,333,0.47764,52297.7588836,0
2025-11-01 00:41:00,109492.0,109492.0,109491.99,109492.0,0.2532,27723.3727071,92,0.08391,9187.47372,0
2025-11-01 00:42:00,109491.99,109541.96,109491.99,109541.96,3.71259,406600.0543372,1878,3.49156,382394.9656904,0
